first_wak,second_wak,third_wak,fourth_wak,fifth_wak,sixth_wak,seventh_wak,eighth_wak
เป็นคนควรคิดกั้ง,กันภัย,ทรัพย์มากหมั่นระไว,แวดล้อม,เคลิ้มคลับหลับลืมไหล,เป็นเหตุ,รั้วมั่นกั้นห้องห้อม,ห่อแก้วเงินทอง ฯ
น้อยทรัพย์อย่าก่อล้อ,เลียนความ,ให้นี่อย่าต่อตาม,ตอบเต้า,ผู้ใหญ่ย่อมเกรงขาม,คารวะ,รู้ประจบโลมเล้า,เลือกใช้โดยควร ฯ
เข้าเถื่อนอย่าหมิ่นพร้า,มีไป,เข้าศึกอย่านอนใจ,เฉื่อยช้า,อาวุธอย่าวางไกล,ขุกค่ำ คืนแฮ,นอนแต่ยามหนึ่งอ้า,อาจป้องภัยพาล ฯ
: ด ำชลเชือกยุดหมั้น,อย่าคลาย,คุณพระมั่นไม่ตาย,ต่อสู้,ลูกขุนมั่นกฎหมาย,เป็นแบบ,สินทรัพย์ให้ท่านกู้,ยึดหมั้นเป็นกรม ฯ
: ด ินฝั่งแยกอย่าได้,ยาเยียว,ลมจัดประหยัดเลียว,แล่นบ้าง,ไฟแรงแล่งน้ำเดียว,ฤๅรด : ด ับนา,น้ำแก่งแรงเชี่ยวคว้าง,อย่ารั้งเรือขวาง ฯ
เสน่หาอย่าปล่อยสิ้น,สุดสัจ,ยั้งยั้งฟังรหัส,จึ่งพร้อง,คนนิ่งจึ่งเอาอรรถ,อันลับ แสดงนา,คนกากปากเป็นฆ้อง,อย่าใกล้กลัวมัน ฯ
ที่สุขจักเสพไซร้,ควรถวิล,เมียมิ่งยุอย่ายิน,ที่ถ้อย,อยากเข้าคดออกกิน,เอมอิ่ม ใจนา,นอนจุ่งนอนแต่น้อย,เนิ่นช้าวันตาย ฯ
อย่าหมิ่นของเล็กนั้น,สี่สถาน,เล็กพริกพระกุมาร,จีดจ้อย,งูเล็กเท่าสายพาน,พิษยิ่ง,ไฟเล็กเท่าหิ่งห้อย,อย่าได้ดูแคลน ฯ
จักจับจับให้มั่น,กับตน,อย่าเก็บความเท็จปน,แอบอ้าง,จักคั้นอย่าคืนคน,ดูหมิ่น,ควรที่ง้างจึ่งง้าง,อย่าไง้เมรู ฯ
ควรเร็วเร็วรวดได้,จึงดี,การสิ่งใดได้ที,อย่าช้า,ควรคิดจิตอย่ามี,ประมาท,ได้สิบไม่เท่าค้า,ขาดสิ้นทุนเดิม ฯ
การกิจผิดนิ่งไว้,เป็นครู,เมียชั่วอย่าเอาชู,เชิดพร้อง,คำผิดวิปริตหู,หายซ่อน เสียนา,คบมิตรผิดนั้นต้อง,จดไว้ในทรวง ฯ
ปลูกไม้หมั่นรดน้ำ,จำเริญ,ดักลอบอย่าเหมิดเมิน,หมั่นกู้,เกี้ยวชู้ชอบเพียรเดิน,สารสื่อ,เรียนสิ่งใดใคร่รู้,เร่งให้มีเพียร ฯ
ปลูกผักปักยอดอ้อย,เอาผล,เลี้ยงลูกบ่าวชาวพล,เพื่อใช้,แล้วนาอย่านิ่งทน,ทำไร่ : ด ้วยแฮ,เลี้ยงลูกเป็ดไก่ไซร้,อย่าได้เสียรัง ฯ
ถึงรู้อย่าอวดให้,คนหวัว,ฟ้าคะนองต้องคร้ามกลัว,เกลือกใกล้,ผ่อนพักรักษาตัว,ยามภาค- ภูมิแฮ,อย่าเซี่ยมเขาควายให้,เสี่ยวสู้ชนกัน ฯ
ช้อนปลาหาต้มแต่,เพียงพอ อิ่มนา,อวดฤทธิ์คิดเยียยอ,ใหญ่ล้ำ,เชือดไก่กับเป็ดคอ,หนิดหนึ่ง,เอามีดฆ่าโคห้ำ,หั่นนั้นหนักแรง ฯ
หลังคาขาดแล้วลุ่ย,ตามกัน,ไป่หมั่นแซมนับวัน,รั่วร้าง,โคควายค่าคนมัน,หนีหลบ ไปนา,บ่ติดตามบนจ้าง,ได้แล้วหมดตัว ฯ
ไก่ขันยามบอกได้,โดยกาล,น้ำชอบใช้สาธารณ์,ทั่วล้าง,ขวานรู้แต่ถากกระดาน,หัวหนัก อยู่นา,เพรียงไพร่ได้แต่จ้าง,จ่ายใช้การพล ฯ
รู้คิดค้าที่ม้วย,หมดทุน,รู้รอบเรือนฤๅจุน,ขื่อค้าน,หลับตาหน่ายกระสุน,อวดแม่น,หมากรุกรู้แปดด้าน,ไป่แจ้งตาจน ฯ
หมูเขาเขามัดไว้,จักหาม,งานใช่งานคานตาม,สอดเหล้า,ชู้เขาจักกอดกาม-,สังวาส กันนา,สังเวชวางวิ่งเข้า,กีดหน้านอนกลาง ฯ
หนีเสือขึ้นไม้รอด,ปากเสือ,พบต่อแตนดุเหลือ,ต่อยต้อง,หนีแรดร่ายลงเรือ,รอดจาก แรดนา,ปะจระเข้ในท้อง,น่านน้ำหนุนเรือ ฯ
ทางไกลไปค้าคู่,ตนตาย,อดอยากลำบากกาย,เกิดไข้,อยู่กินถิ่นฐานสบาย,บ่ยาก ใจนา,การกิจคิดแล้วได้,ง่ายแท้ทุกอัน ฯ
ค้าใดไป่เท่าค้า,คือบุญ,ค้าสัดจองต้องทุน,มากไว้,ค้าความคบลูกขุน,ชวนชอบ,ค้าบ่ค้าใดได้,ยากแท้ธรรมดา ฯ
พิมเสนมีรสเร้า,เสาวคนธ์,ไปเกลือกกลั้วเกลือกล,ใช่เชื้อ,เป็นไทยไป่ทำงาน,งามชาติ ตนนา,คบทาสท่านจักเกื้อ,กับหน้าตัวไฉน ฯ
สัตว์อื่นตื่นเต้นแต่,ควรไกล,กระต่ายตื่นตูนไป,สุดหล้า,ช้างม้าตื่นฟืนไฟ,ฟัดฟาด หยุดแฮ,คนตื่นข่าวศึกส้า,สุดห้ามมันหาย ฯ
หาญห้าวตาวบ่ได้,จวนฟัน,แหลนและทวนไป่ทัน,ต่อต้าง,พลคชจรดผัน,งาประ งาแฮ,ปืนไป่ทันนั่งง้าง,นกจ้องใจเกรง ฯ
รังแกกำปั้นต่อย,ตีดิน,ไข่กระทบหินหิน,ห่อนลื้น,แมลงเม่าโฉบเพลิงบิน,บังอาจ,คนเคอะคิดตื้นตื้น,ลูบเหล้นคมตาว ฯ
หนูร้ายแรงโทษแท้,เรือนผลาญ,ลิงถ่อยจัณฑาลราน,ป่าไม้,กาโฉดชาติอันธพาล,เบียนหมู่ นกนา,พราหมณ์โหดโทษทิ้งให้,เบียดเบื้องนรชน ฯ
อารักษ์มีทั่วไม้,รุกขมูล,ที่ศักดิ์สิทธิ์บริบูรณ์,เครื่องเส้น,ที่ไป่ศักดิ์สิทธิ์ศูนย์,สงัดลาภ,ดุจดั่งเสวกเว้น,ว่าถ้อยความเมือง ฯ
นายหนึ่งแรงโกรธร้าย,เรียกขาน,นายหนึ่งบ่เจือจาน,ทรัพย์บ้าง,นายหนึ่งเมื่อเอางาน,บย่อง ยกนา,นายหนึ่งข่มคุณมล้าง,สี่นี้เสพไฉน ฯ
ผิวฆ่านางนาฏถ้วน,ถึงพัน,ฆ่าพฤฒิพราหมณ์พรตกรรม์,เกือบร้อย,ฆ่าโคอุสุภสรรพ์,แสนโกฏิ ก็ดี,บาปบ่เปรียบปรับถ้อย,ท่านให้ลำเอียง ฯ
ทำผิดลึกลับได้,พันวา ก็ดี,ทำชอบเสมอภูเขา,เขตขั้น,อย่าคิดจิตสัญญา,หลีกลับ อยู่นา,ผิดชอบที่ทำนั้น,หากให้คนเห็น ฯ
พวกพ้องผิดเท่าช้าง,งาเงา,พวกอื่นโทษเท่าเหา,หากรู้,โทษตนเท่าภูเขา,คิดปิด ไว้แฮ,โทษท่านเท่าก้อยสู้,ส่งให้เห็นสูง ฯ
โทษตนงำเงื่อนไว้,ห่อนแถลง,โทษท่านเก็บมาแจง,ดุจเบี้ย,ตัวเต่าสี่ตีนแฝง,หัวหนึ่ง ซ่อนนา,หยิบกล่าวแต่โทษเหี้ย,มุขเท้ารุงรัง ฯ
น้ำใช้ใส่ตุ่มตั้ง,เต็มดี,น้ำอบอ่าอินทรีย์,อย่าผร้อง,น้ำปูนใส่เต้ามี,อย่าขาด,น้ำจิตอย่าให้ข้อง,ขัดน้ำใจใคร ฯ
น้ำเงินน้ำนากแม้,มัวแสง,น้ำซ่มต้มน้ำแปลง,ผ่องได้,น้ำจิตวิปริตแหนง,มัวหม่น,น้ำอื่นเอาลูบไล้,ห่อนล้างใจเคือง ฯ
ปางใช้ปางขาดเข้า,แพงเกียน ละชั่งแฮ,วิบัติบรจองเบียน,จักม้วย,ปางต้องปรับไหมเตียน,ตนมอด ก็ดี,ปางมิตรได้ทุกข์ด้วย,มิตรนั้นไหนเสมอ ฯ
หมาเอยสูเหนื่อยแท้,ทุกวัน,ไปไล่เนื้อไล่ทัน,ท่านได้,เจ้ามันแม่นหื้อมัน,กินแต่ เข้านา,แมวบ่ทำใดให้,หม่ำเข้ากับปลา ฯ
ปูเปี้ยวหัวเปล่าไซร้,ตีนยัง,งูบ่มีตีนตรัง,ไต่ไม้,นมไก่บ่มีหวัง,เลี้ยงลูก เป็นแฮ,ชายตกเข็ญใจไร้,อย่าได้ดูแคลน ฯ
อา สาสุดสิ้นเรี่ยว,แรงกาย,ภัพ และผลพังหาย,โหดเศร้า,เหมือน เพลิงตกสินธุ์สาย,ศูนย์ดับ ไปนา,ปูน ต่อขาดขอดเต้า,จึ่งรู้คุณปูน ฯ
เนื้อ ในไตตับต้ม,แกงยำ,ไม่ ประสบสักคำ,ที่ลิ้น,ได้ ยากลากโครงทำ,เสียเปล่า,กิน แต่เขาเราชิ้น-,หนึ่งได้ไป่มี ฯ
หนัง เนื้อเถือท่านไว้,รองกาย,ไม่ แบ่งปันชั้นชาย,เชือดไว้,ได้ ทุกข์แทบตัวตาย,เสียเปล่า,นั่ง แต่ลำแพนไม้,ตอกสู้สานเอง ฯ
มือ ซ้ายขวาขาดนิ้ว,ฤๅมี,ด้วน เด็จดูใดดี,หนึ่งน้อย,ได้ ทองเท่าต่อมตี,แหวนประดับ,แหวน จะสอดสวมก้อย,กุดสิ้นใส่ไฉน ฯ
ตา มัวมืดคู่เข้า,คูหา,บอด บ่ทราบสุริยา,ย่ำฆ้อง,ได้ สมสิ่งเสริมตา,จักใส่,แว่น แต่หยิบจ้องจ้อง,จับแล้วเวียนวาง ฯ
หัว หูดูชั่วช้า,ไฉไล,ล้าน เลื่อมแลเงาใส,เกือบแก้ว,ได้ ส่องกระจกใจ,เจียนขาด,หวี แต่จับจ้องแล้ว,ลูบโอ้อายเอง ฯ
รูป ชั่วแต่ชอบแล้ว,ใดปาน,รส รักผักว่าหวาน,หล่อนต้ม,กลิ่น อบจบดินดาล,บ่ดุจ เจ้านา,เสียง ก็จับใจหล้ม,โลกแล้วฤๅมี ฯ
น้ำ ฝนหม่นเมฆตั้ง,ตกตะบึง,ไหล หลั่งถั่งชรทึง,ท่วมเหย้า,ไฟ ติดนิดหนึ่งพึง,จักก่อ,ดับ ระทมถ่านเถ้า,หิ่งห้อยไป่มี ฯ
รู้หลบ พบเศิกเสี้ยน,กลัวไกล,เป็นปีก ป้องกันภัย,ผ่อนช้า,รู้หลีก เล็ดลอดไป,สุดเนตร,เป็นหาง ไกลกล่าวกล้า,ต่อด้วยดัสกร ฯ
ช้างสาร หกศอกไซร้,เสียงา,งูเห่า กลายเป็นปลา,อย่าต้อง,ข้าเก่า เกิดแต่ตา,ตนปู่ ก็ดี,เมียรักนอนร่วมห้อง,อย่าไว้วางใจ ฯ
เพื่อนกิน สิ้นทรัพย์แล้ว,แหนงหนี,หาง่าย หลายหมื่นมี,มากได้,เพื่อนตาย ถ่ายแทนชี-,วาอาตม์,หากยากฝากผีไข้,ยากแท้จักหา ฯ
ไป่เห็นน้ำ หน้าด่วน,ชวนกัน,ตัดกระบอก แบ่งปัน,ส่วนไซร้,ไป่เห็นรอก อวดขัน,มือแม่น,ขึ้นน่าไม้ ไว้ให้,หย่อนแท้เสียสาย ฯ
ชายเฉกเท้าหน้าคช,เคียงความ เทียบแฮ,หญิงเล่ห์เชิงหลังยาม,คลาดเคลื่อน,การกิจคิดงามตาม,สุดแต่ ผัวนา,เมียมิ่งเหมือนด้ายร้อย,สอดเคล้าตามเข็ม ฯ
เมียใดใจดุร้าย,ริษยา,กินเติบใช้เชิงตา,เฉิดช้อย,มักเที่ยวสู่คฤหา,แห่งท่าน นะพ่อ,แม้ว่ามีบุตรร้อย,หนึ่งไซร้มละเสีย ฯ
ปุยนุ่นเบาชั่งเพี้ยง,ทำเนา นะพ่อ,คนที่เบาความเบา,กว่านั้น,หนักหินมั่นคงเขา,ควรนับ หนักนา,ไป่เท่าหนักแน่นกลั้น,อดถ้อยทรชน ฯ
ลามกประเทศทั้ง,ทุรมิตร,อีกตระกูลเผ่าชิด,ชั่วร้าย,ภรรยาทาสทุรจิต,จำพวกนี้พ่อ,ควรบุทคลพึงผ้าย,ผ่อนลี้หลีกหนี ฯ
นกรอดหลุดบ่วงแล้ว,ราวสาม คาบนา,ชีหลีกหลายอาราม,เร่เร้น,สตรีเตร่จิตตาม,ชายสี่ สามแฮ,อย่าประมาทใช่เหล้น,มากด้วยมายา ฯ
ทวยใดมิตรล่อล้าง,หลายที แล้วพ่อ,ขืนจักก่อไมตรี,เสพส้อง,ผู้นั้นนับว่ามี,ชนม์ชีพ ไฉนนา,เหมือนแม่อัสดรท้อง,แก่ใกล้ความตาย ฯ
อ่อนหวานมานมิตรล้น,เหลือหลาย,หยาบบ่มีเกลอกราย,เกลื่อนใกล้,ดุจดวงศศิฉาย,ดาวดาษ ประดับนา,สุริยส่องดาราไร้,เมื่อร้อนแรงแสง ฯ
นักบวชบ่มักน้อย,พินาศ ศีลนา,กษัตริย์สันโดษขาด,ที่ไท้,งามเมืองแม่อายอาตม์,อับทรัพย์ สินแฮ,หญิงเผ่าเว้นอายไซร้,สุดร้ายฤๅงาม ฯ
ทรมานมิตรด้วยไป่,พูดกับ เขานา,ผจญหมู่โจรจำขับ,เฆี่ยนไซร้,ตัดเมียไป่มอบทรัพย์,สมบัติ ให้แฮ,ร้อนราคจริตให้,โภชน์น้อยพึงกุญช์ ฯ
เรือนไร้บุตรสืบซั้น,ทรัพย์มอด หมดแฮ,บ่อบ่มีฝนขอด,ค่นน้ำ,พฤกษชาติปราศจากยอด,ยืนอยู่ ไฉนนา,ปากไป่มีสัจซ้ำ,เสื่อมสิ้นแก่นสาร ฯ
เทศใดภัยพ้องพาธ,พาลสรรพ์ สัตว์นา,สัปปุรุษสีหราชผัน,อื่นย้าย,กาโฉดทุรชนฉกรรจ์,กาจจิต นี้พ่อ,มันมักสู่เทศร้าย,อยู่ใต้โดยวิสัย ฯ
เห็นภัยใหญ่แต่ช้า,จักถึง ตนแฮ,ปราชญ์ย่อมผันผ่อนพึง,หลบลี้,ภัยใดด่วนโดนตรึง,ตราติด ตัวนา,ใจปราชญ์ปราศแสยงชี้,เช่นหล้าแลไศล ฯ
เมืองใดไร้ราชทั้ง,ปราชญ์สดับ ก็ดี,อีกตระกูลมีทรัพย์,สิ่งให้,หนึ่งไร้นทีกับ,ขุนแพทย์,ภัยมากเมืองนั้นไซร้,ท่านห้ามอย่าเนา ฯ
แม่เหมือนข้าศึกทั้ง,บิดร : ด ้วยแฮ,เหตุบ่สอนบุตรสอน,เมื่อน้อย,ครั้นใหญ่ไป่งามอร,ออกที่ ประชุมนา,เยียเยี่ยงยางเจ่าจ้อย,จับมั้วหมู่หงส์ ฯ
หมากพลูปูนไป่ป้าย,บราง รสนา,แกงบ่เจือเกลือจาง,จืดกล้ำ,ไร้ทรัพย์สิ่งสำอาง,จักโอ่ งามฤๅ,ใช่ปราชญ์ปริศนาล้ำ,ลึกแก้ฤๅงาม ฯ
ชุมนุมฤดูสี่ไซร้,สรัทกาล ใหญ่นา,เมียที่งามเป็นประธาน,ทั่วหน้า,บุตรชายเชษฐกุมาร,นับใหญ่ ยิ่งแฮ,ล้ำโลกสี่ทิศอ้า,เอกเบื้องอุดร ฯ
บุตรใดครุ่นครุ่นสร้าง,กองกรรม,ชื่อว่ามารดาทำ,เที่ยงพร้อง,ส่ำศิษย์บ่เกรงยำ,เยียบาป,โดยโลกย์โวหารร้อง,เรียกแท้ครูทำ ฯ
มักเมาหมดสัจถ้อย,เจรจา,แรงโลกละอายหา,ห่อนได้,มักเนื้อหน่ายกรุณา,เป็นเที่ยง,บรรพชิตหญิงอยู่ใกล้,แกล่สิ้นศีลแสวง ฯ
คนยากอยากภักษ์เคี้ยว,ของแพง,คนโรคบำราศแรง,ร่านปล้ำ,คนโฉดอวดสำแดง,ธรรมเทศ- นานา,สามเหล่าเขานี้ก้ำ,กึ่งบ้ากลกัน ฯ
รักบุตรสิไป่ให้,พากเพียร,ปราศจากวิทยาเรียน,เริ่มร้าง,พ่อเหมือนศัตรูเบียน,บุตรอีกเล่านา,แม่ดั่งไพรีล้าง,ลูกให้เสียสกนธ์ ฯ
เมียดีดุจทาสรู้,การเรือน รอบแฮ,อายแก่สามีเหมือน,ดั่งน้อง,เป็นที่ปรึกษาเตือน,ดัดดุจ มาดายนา,ยามเมื่อผัวเคืองข้อง,อดกลั้นกลัวเกรง ฯ
โสนัขสุนัขพ้อง,พบกัน,มันย่อมแสยะยิงฟัน,ปากแห้,เฉกเช่นหมู่พาลผัน,พะพวกพาลนา,ร้ายต่อร้ายร่าแต้,ต่างกล้าอวดแข็ง ฯ
คับอกออมอยู่ได้,โดยหวัง,คับแคบเคียงคนชัง,อยู่ช้ำ,คับจิตเจ็บประนัง,เนายากยิ่งแฮ,แค้นคับเข็ญใจล้ำ,เร่งร้อนฤๅเสบย ฯ
อย่าปองสิ่งแก้วไป่,ควรปอง,เขาบ่ตรึกอย่าตรอง,ตริบ้า,เร่งคิดคิดแต่ของ,ควรคิด นะพ่อ,การที่ศูนย์เปล่าอ้า,อย่าได้ควรปอง ฯ
ผจญคนมีศักดิ์ด้วย,หมอบกราบ,ผจญท่วยทรพลทาน,แจกให้,เสมออาตม์จักทรมาน,ชอบอด ออมแฮ,ผจญหมู่ข้าศึกไซร์,ล่อเลี้ยวลวงประหาร ฯ
โลภรู้เรียนมากสิ้น,ศิลปศาสตร์,ยามจักปองไป่อาจ,กล่าวได้,ผู้นี้นับว่าปราชญ์,ฦาชื่อ ไฉนนา,กล่าวบ่ฉานเฉกใบ้,บอกข้อความฝัน ฯ
คนพาลพวกหนึ่งน้ำ,ใจหาญ,รู้ว่าตนเป็นพาล,กระด้าง,พวกนี้วัจนาจารย์,จัดใช่ พาลพ่อ,นับว่าปราชญ์ได้บ้าง,เพื่อรู้สึกตน ฯ
ใครรักย่อมว่าเพี้ยง,พงศ์พันธุ์,ใครชอบชิดชอบชมฉัน,เพื่อนไว้,ใครเลี้ยงรักษาครรภ์,คือแม่ ตนนา,ใครดับดำฤษณ์ได้,ชื่อชู้เมียสม ฯ
คบปราชญ์เปรียบเสพอ้อย,เอมใจ,กินแต่ปล้องปลายไป,ตราบต้น,คบคนโหดหื่นไหล,เหลวจืด จางแฮ,แหนงหนึ่งอ้อยกัดร้น,แต่ต้นตลอดปลาย ฯ
เมตตาเตือนจิตให้,คนหวัง พึ่งนา,แรงเคียดคนหน่ายชัง,ทั่วหน้า,ทานเป็นยอดยายัง,เกียรติยศ ยิ่งแฮ,ตระหนี่กลกำพร้า,พรากผู้สมาคม ฯ
มักคร้านฤๅรอบรู้,วิทยา,ความรู้ถ่อยสินหา,ไป่ได้,ไร้ทรัพย์อับผู้มา,เป็นเพื่อน,ญาติมิตรไป่มีไซร้,สุขร้างแรมโรย ฯ
มณฑกทำเทียบท้าว,สีหะ,แมวว่ากูพยัคฆะ,คาบเนื้อ,นกกระจอกมีมานะ,ว่ายิ่ง ครุฑนา,เชิญใจมีข้าเกื้อ,หยิ่งหยิ้งแสนทวี ฯ
รสหวานในโลกนี้,มีสาม,หญิงรูปบริสุทธิ์งาม,อีกอ้อย,สมเสพรสกลกาม,เยาวโยค,หวานไป่ปานรสถ้อย,กล่าวเกลี้ยงไมตรี
นารีเสาวภาครูป,เป็นทรัพย์,ชายมีความรู้สรรพ,ทรัพย์ได้,พราหมณ์รู้เวทยานับ,ว่าทรัพย์ พราหมณ์นา,ภิกษุเกิดทรัพย์ไซร้,เพื่อรู้ธรรมา ฯ
พญากลัวข้าศึก,เบียดเบียน,ชี้บ่เล่าเรียนเขียน,อ่านไซร้,ชาวนาละความเพียร,คร้านเกี่ยว การนา,ทั้งสามสิ่งนี้ให้,โทษแท้สาธารณ์ ฯ
ชาติ เกิดรูปพร้อม,อาการ,ชรา ร่างสาธารณ์,เหี่ยวแห้ง,พยาธิ บันดาล,ต่างต่าง,มรณะ กาแร้ง,แย่งยื้อกันกิน ฯ
ทำดีดีส่งให้,เห็นผล,ทำชั่วชั่วก็ดล,ชั่วให้,ชั่วดีดุจตราตน,ตีบอกไว้นา,ใครชั่วใครดีไซร้,สืบได้ด้วยกรรม
